"AGE","STAGE","YEARS","OD_PROB_1Y","CD_PROB_1Y","OD_PROB_1M","CD_PROB_1M"
"(69,74]","Regional",10,0.0281607966486592,0.0145445865969748,0.00237757880955902,0.0012202046131865
"(69,74]","Distant",0,0.0274206453279774,0.3404472030312,0.00231428525166733,0.0340882172690534
"(69,74]","Distant",1,0.032531085702122,0.384629431288947,0.0027522044319519,0.0396532740125518
"(69,74]","Distant",2,0.0352510624405675,0.293280114157416,0.00298614755098936,0.0285123679816801
"(69,74]","Distant",3,0.0370909973774362,0.220738382148219,0.00314474201536152,0.0205695381345617
"(69,74]","Distant",4,0.0384665406653516,0.171579331472527,0.00326348949218369,0.0155637959121114
"(69,74]","Distant",5,0.0395932397775092,0.138912156113404,0.00336087089510106,0.0123858851368336
"(69,74]","Distant",6,0.0405716338186837,0.117006984774223,0.00344551917607816,0.0103162510483849
"(69,74]","Distant",7,0.0414443602968876,0.102100027253483,0.00352109215288232,0.00893456458577346
"(69,74]","Distant",8,0.0422377488226409,0.0918189829321437,0.00358984968214737,0.00799384146951365
"(69,74]","Distant",9,0.0429692031137489,0.0846633952730106,0.00365328606897486,0.00734484443288597
"(69,74]","Distant",10,0.0434858943096255,0.0807013847002538,0.00369812362006261,0.00698749599287019
"(74,79]","Localized",0,0.0260575527570084,0.0282181243252476,0.0021978367253418,0.00238248299206489
"(74,79]","Localized",1,0.0309180125528837,0.0328412431129408,0.00261374988381213,0.00277885035709469
"(74,79]","Localized",2,0.033505466789762,0.0235907040610229,0.00283594081961147,0.00198747400965671
"(74,79]","Localized",3,0.0352559648651311,0.0170069174401144,0.00298656975034728,0.00142841184144205
"(74,79]","Localized",4,0.0365647548241417,0.0128624671879785,0.00309935383060145,0.0010782436911082
"(74,79]","Localized",5,0.0376368469522961,0.0102332613041397,0.00319184532800065,0.000856797830160905
"(74,79]","Localized",6,0.0385678732072281,0.00852176948469918,0.00327224345372812,0.000712936354603677
"(74,79]","Localized",7,0.0393983880248123,0.00737952665336794,0.00334402223321417,0.000617050384613682
"(74,79]","Localized",8,0.0401534353266285,0.00660198825132308,0.00340932797799143,0.000551837495971097
"(74,79]","Localized",9,0.0408495693351967,0.00606564607682725,0.00346957991512398,0.000506881228721556
"(74,79]","Localized",10,0.0413413268269498,0.00577035340876952,0.00351216677794197,0.000482139251962388
"(74,79]","Regional",0,0.0258460285900567,0.0791838525716356,0.00217977968087502,0.0068509979585416
"(74,79]","Regional",1,0.0306676581390543,0.0917525835546034,0.00259228021010971,0.00798779766849289
"(74,79]","Regional",2,0.0332345222498462,0.0664902300530953,0.00281264861603581,0.00571724815233843
"(74,79]","Regional",3,0.0349711224705823,0.0482339123091525,0.0029620422367479,0.00411119086991063
"(74,79]","Regional",4,0.0362695383894757,0.0366229941479511,0.00307390149467435,0.00310437582770973
"(74,79]","Regional",5,0.0373331434559651,0.0292093916419212,0.00316563464532138,0.00246732441430697
"(74,79]","Regional",6,0.038256807282678,0.0243635177624992,0.00324537363589805,0.00205332392961477
"(74,79]","Regional",7,0.0390807607107863,0.0211206284950162,0.00331656398968927,0.00177732369254957
"(74,79]","Regional",8,0.0398298479303738,0.0189091333993275,0.00338133440983701,0.00158958503610496
"(74,79]","Regional",9,0.0405204911918384,0.0173817550651976,0.00344109248040259,0.00146014889390766
"(74,79]","Regional",10,0.0410083724380232,0.0165401675192074,0.00348333028975079,0.00138890818877524
"(74,79]","Distant",0,0.0399375477285077,0.377352970129835,0.00339065056657895,0.0387120609585359
"(74,79]","Distant",1,0.0473234030130347,0.424609315301396,0.0040318323763171,0.0450142258319677
"(74,79]","Distant",2,0.0512470456303211,0.326418747961033,0.0043743077502526,0.0323926337920001
"(74,79]","Distant",3,0.0538982834309047,0.247169552958847,0.00460645699103279,0.023381909799765
"(74,79]","Distant",4,0.0558788192424957,0.192875428219985,0.00478026728248493,0.0176979567295331
"(74,79]","Distant",5,0.0575000810076512,0.156546823142712,0.00492279692240249,0.0140874047402518
"(74,79]","Distant",6,0.0589072208311213,0.132078972931536,0.00504668480397696,0.0117351456209454
"(74,79]","Distant",7,0.0601618241275788,0.115379838068593,0.00515728628645507,0.0101643998905326
"(74,79]","Distant",8,0.061301912061733,0.103840353944296,0.00525790992754172,0.00909478211081227
"(74,79]","Distant",9,0.0623526116545481,0.0957982083038036,0.00535074344004594,0.0083567799030686
"(74,79]","Distant",10,0.063094588756574,0.0913415681056119,0.00541635754893854,0.00795039525030006
"(79,84]","Localized",0,0.0377500845110549,0.0325914559867526,0.00320162006926572,0.0027573902880802
"(79,84]","Localized",1,0.0447409076564073,0.0379169899673928,0.00380712399150351,0.00321602938172494
"(79,84]","Localized",2,0.0484559240460578,0.0272569676016695,0.00413055160087505,0.00230029441945168
"(79,84]","Localized",3,0.0509666769075103,0.0196603159036284,0.00434979271874025,0.00165331101891342
"(79,84]","Localized",4,0.0528425235518348,0.0148741566871672,0.0045139405590322,0.00124804439917126
"(79,84]","Localized",5,0.0543782505679258,0.0118362129967683,0.00464854789444169,0.000991742785619421
"(79,84]","Localized",6,0.0557112718895899,0.00985796807304751,0.00476555052137062,0.000825232604042325
"(79,84]","Localized",7,0.056899885118367,0.00853739578787527,0.00487000584806696,0.000714248812014429
"(79,84]","Localized",8,0.0579800831434005,0.00763832937987075,0.00496503836819784,0.0006387668035992
"(79,84]","Localized",9,0.0589756533505815,0.00701809314863666,0.00505271409185537,0.00058673078917082
"(79,84]","Localized",10,0.0596787370199099,0.00667658861007892,0.00511468298552598,0.000558092269735799
"(79,84]","Regional",0,0.0374454851548728,0.0910763758686381,0.00317532924662545,0.00792627097911625
"(79,84]","Regional",1,0.0443812126577109,0.105422243028537,0.00377587036159366,0.00924066122999745
"(79,84]","Regional",2,0.0480671201716609,0.0765566075200541,0.00409664833638113,0.00661517094275865
"(79,84]","Regional",3,0.0505582671197196,0.0556193573898698,0.00431409383990367,0.00475747809667804
"(79,84]","Regional",4,0.0524195010633338,0.0422703417715607,0.00447689754503189,0.0035926754053055
"(79,84]","Regional",5,0.0539432874525834,0.0337336687622474,0.00461040280437119,0.00285556323052771
"(79,84]","Regional",6,0.0552659607304811,0.0281481445912773,0.00472644761160435,0.00237649650596039
"(79,84]","Regional",7,0.0564453598849357,0.0244078329670645,0.00483004792948827,0.0020571013894749
"(79,84]","Regional",8,0.0575171948686463,0.0218559992291266,0.00492430264796617,0.00183983706547231
"(79,84]","Regional",9,0.0585050661862562,0.0200930352048213,0.00501126084795367,0.00169004074558554
"(79,84]","Regional",10,0.0592027179854054,0.0191214550473664,0.00507272263642866,0.00160759264218657
"(79,84]","Distant",0,0.0576712661906976,0.422144688469894,0.00493785940426517,0.0446740112867562
"(79,84]","Distant",1,0.0682183075252841,0.472602087055478,0.00587075994991759,0.0519202573326518
"(79,84]","Distant",2,0.0738061137879794,0.367080987609251,0.00636893893758139,0.0374003964448377
"(79,84]","Distant",3,0.0775758630840474,0.280107840268015,0.00670658834870441,0.0270161755678028
"(79,84]","Distant",4,0.0803888019006171,0.219673220868981,0.00695936310799361,0.0204580438725199
"(79,84]","Distant",5,0.0826894585813754,0.17887388644851,0.00716663090521275,0.0162890885817124
"(79,84]","Distant",6,0.084684797971415,0.151237691869637,0.00734677866910882,0.013571737028138
"(79,84]","Distant",7,0.0864626884724712,0.132305355882582,0.00750759775399468,0.0117566292446301
"(79,84]","Distant",8,0.0880773587242094,0.11918967038415,0.00765390154383672,0.0105203504109045
"(79,84]","Distant",9,0.0895646370021801,0.110033261965089,0.00778887271383921,0.00966723476273257
"(79,84]","Distant",10,0.0906144556383618,0.104953604953513,0.0078842659629017,0.00919741959071363
